Unnamed: 0,company,item,calories,"total fat
(g)","saturated fat
(g)","trans fat
(g)","cholesterol
(mg)","sodium 
(mg)","carbs
(g)","fiber
(g)","sugars
(g)","protein
(g)"
59,McDonald’s,Premium Caesar Salad with Crispy Chicken,330,17,4,0,60,840,20,3,6,26
60,McDonald’s,Premium Caesar Salad (without chicken),90,4,2,0,10,180,9,3,4,7
61,McDonald’s,Side Salad,20,13,4,0,35,10,4,1,2,1
62,McDonald’s,Butter Garlic Croutons,60,1,4,0,35,140,10,1,0,2
63,McDonald’s,Snack Size Fruit & Walnut Salad,210,8,1,0,5,60,31,2,25,4
64,McDonald’s,Salad Dressings,240,8,3,0,20,190,34,0,8,7
65,McDonald’s,Newman’s Own® Creamy Southwest Dressing,100,6,1,0,20,340,11,0,3,1
66,McDonald’s,Newman’s Own® Creamy Caesar Dressing,190,18,3,0,20,500,4,0,2,2
67,McDonald’s,Newman’s Own® Low Fat Balsamic Vinaigrette,40,3,4,0,35,730,4,0,3,9
68,McDonald’s,Newman’s Own® Low Fat Family Recipe Italian Dressing,60,2,4,0,35,730,8,0,1,1
69,McDonald’s,Newman’s Own® Ranch Dressing,170,15,2,0,20,530,9,0,4,1
70,McDonald’s,Egg McMuffin®,300,12,5,0,260,820,30,2,3,18
71,McDonald’s,Sausage McMuffin®,370,22,8,0,45,850,29,2,2,14
72,McDonald’s,Sausage McMuffin® with Egg,450,27,10,0,285,920,30,2,2,21
73,McDonald’s,English Muffin,160,3,4,0,35,280,27,2,2,5
74,McDonald’s,"Bacon, Egg & Cheese Biscuit (Regular Size Biscuit)",420,23,12,0,235,1160,37,2,3,15
75,McDonald’s,"Bacon, Egg & Cheese Biscuit (Large Size Biscuit)",480,27,12,0,235,1270,43,3,4,15
76,McDonald’s,Sausage Biscuit with Egg (Regular Size Biscuit),510,33,14,0,250,1170,36,2,2,18
77,McDonald’s,Sausage Biscuit with Egg (Large Size Biscuit),570,37,15,0,250,1280,42,3,3,18
78,McDonald’s,Sausage Biscuit (Regular Size Biscuit),430,27,12,0,30,1080,34,2,2,11
79,McDonald’s,Sausage Biscuit (Large Size Biscuit),480,31,13,0,30,1190,39,3,3,11
80,McDonald’s,Southern Style Chicken Biscuit (Regular Size Biscuit),410,20,8,0,30,1180,41,2,3,17
81,McDonald’s,Southern Style Chicken Biscuit (Large Size Biscuit),470,24,9,0,30,1290,46,3,4,17
82,McDonald’s,"Steak, Egg & Cheese Bagel",660,33,12,1,300,1580,56,3,7,33
83,McDonald’s,"Bacon, Egg & Cheese McGriddles®",420,18,8,0,240,1110,48,2,15,15
84,McDonald’s,"Sausage, Egg & Cheese McGriddles®",560,32,12,0,265,1360,48,2,15,20
85,McDonald’s,Sausage McGriddles®,420,22,8,0,35,1030,44,2,15,11
86,McDonald’s,Big Breakfast® (Regular Size Biscuit),740,48,17,0,555,1560,51,3,3,28
87,McDonald’s,Big Breakfast® (Large Size Biscuit),800,52,18,0,555,1680,56,4,3,28
88,McDonald’s,Big Breakfast with Hotcakes (Regular Size Biscuit),1090,56,19,0,575,2150,111,6,17,36
89,McDonald’s,Big Breakfast with Hotcakes (Large Size Biscuit),1150,60,20,0,575,2260,116,7,17,36
90,McDonald’s,Sausage Burrito,300,16,7,0,115,830,26,1,2,12
91,McDonald’s,McSkillet™ Burrito with Sausage,610,36,14,0,410,1390,44,3,4,27
92,McDonald’s,Hotcakes,350,9,2,0,20,590,60,3,14,8
93,McDonald’s,Hotcakes and Sausage,520,24,7,0,50,930,61,3,14,15
94,McDonald’s,Hotcake Syrup,180,13,4,0,35,20,45,0,32,9
95,McDonald’s,Whipped Margarine (1 pat),40,4,1,0,35,55,34,0,0,9
96,McDonald’s,Hash Brown,150,9,1,0,35,310,15,2,0,1
97,McDonald’s,Grape Jam,35,13,4,0,35,210,9,0,9,9
98,McDonald’s,Strawberry Preserves,35,13,4,0,35,210,9,0,9,9
99,McDonald’s,"Bacon, Egg & Cheese Bagel",560,27,9,0,260,1300,56,3,7,24
100,McDonald’s,Fruit & Maple Oatmeal,290,4,2,0,10,160,57,5,32,5
101,McDonald’s,Fruit & Maple Oatmeal without Brown Sugar,260,4,2,0,10,115,48,5,18,5
102,McDonald’s,Hamburger Happy Meal,475,16,3,0,40,690,62,2,20,22
103,McDonald’s,4 Piece Chicken McNuggets Happy Meal,395,17,3,0,35,510,41,1,14,19
104,McDonald’s,6 Piece Chicken McNuggets® Happy Meal,475,22,4,0,50,680,46,2,14,24
105,McDonald’s,Fruit ‘n Yogurt Parfait (7 oz),160,2,1,0,5,85,31,1,21,4
106,McDonald’s,Low Fat Caramel Dip,70,13,4,0,5,35,15,0,9,9
107,McDonald’s,Vanilla Reduced Fat Ice Cream Cone,150,3,2,0,15,60,24,0,18,4
108,McDonald’s,Kiddie Cone,45,1,4,0,5,20,8,0,6,1
109,McDonald’s,Strawberry Sundae,280,6,4,0,25,95,49,1,45,6
110,McDonald’s,Hot Caramel Sundae,340,8,5,0,30,160,60,1,44,7
111,McDonald’s,Hot Fudge Sundae,330,10,7,0,25,180,54,2,48,8
112,McDonald’s,Peanuts (for Sundaes),45,3,4,0,35,210,2,1,0,2
113,McDonald’s,McFlurry® with M&M’S® Candies (12 fl oz cup),710,25,16,1,60,220,105,4,97,15
114,McDonald’s,McFlurry® with OREO® Cookies (12 fl oz cup),580,19,10,1,50,320,89,3,73,13
115,McDonald’s,Baked Hot Apple Pie,250,13,7,0,35,170,32,4,13,2
116,McDonald’s,Cinnamon Melts,460,19,9,0,15,370,66,3,32,6
117,McDonald’s,McDonaldland® Cookies,260,8,2,0,35,300,43,1,13,4
118,McDonald’s,Chocolate Chip Cookie,160,8,3,0,10,90,21,1,15,2
119,McDonald’s,Oatmeal Raisin Cookie,150,6,2,0,10,135,22,1,13,2
120,McDonald’s,Sugar Cookie,160,7,3,0,5,120,21,0,11,2
121,McDonald’s,Apple Dippers with Low Fat Caramel Dip,100,13,4,0,5,35,23,0,15,9
122,McDonald’s,Chocolate McCafé® Shake (12 fl oz cup),580,17,10,1,50,240,94,1,77,11
123,McDonald’s,Chocolate McCafé® Shake (16 fl oz cup),720,20,12,1,60,300,119,1,98,15
124,McDonald’s,Chocolate McCafé® Shake (22 fl oz cup),880,24,15,1,75,370,147,1,121,18
125,McDonald’s,Chocolate Triple Thick® Shake (12 fl oz cup),440,10,6,0,40,190,76,1,63,10
126,McDonald’s,Chocolate Triple Thick® Shake (16 fl oz cup),580,14,8,1,50,250,102,1,84,13
127,McDonald’s,Chocolate Triple Thick® Shake (21 fl oz cup),770,18,11,1,70,330,134,1,111,18
128,McDonald’s,Chocolate Triple Thick® Shake (32 fl oz cup),1160,27,16,2,100,510,203,2,168,27
129,McDonald’s,Snack Size McFlurry® with M&M’S® Candies,430,16,10,0,35,130,64,2,59,9
130,McDonald’s,Snack Size McFlurry® with OREO® Cookies,340,12,6,0,30,200,53,2,43,8
131,McDonald’s,Strawberry McCafé® Shake (12 fl oz cup),570,17,10,1,50,170,92,0,79,11
132,McDonald’s,Strawberry McCafé® Shake (16 fl oz cup),710,20,12,1,65,210,116,0,100,14
133,McDonald’s,Strawberry McCafé® Shake (22 fl oz cup),860,24,15,1,75,260,144,0,124,18
134,McDonald’s,Strawberry Triple Thick® Shake (12 fl oz cup),420,10,6,0,40,130,73,0,63,10
135,McDonald’s,Strawberry Triple Thick® Shake (16 fl oz cup),560,13,8,1,50,170,97,0,84,13
136,McDonald’s,Strawberry Triple Thick® Shake (21 fl oz cup),740,18,11,1,70,230,128,0,111,17
137,McDonald’s,Strawberry Triple Thick® Shake (32 fl oz cup),1110,26,16,2,100,350,194,0,168,25
138,McDonald’s,Vanilla McCafé® Shake (12 fl oz cup),540,16,10,1,45,170,88,0,64,10
139,McDonald’s,Vanilla McCafé® Shake (16 fl oz cup),680,20,12,1,60,220,111,0,82,14
140,McDonald’s,Vanilla McCafé® Shake (22 fl oz cup),830,24,14,1,75,270,138,0,103,17
141,McDonald’s,Vanilla Triple Thick Shake® (32 fl oz cup),1110,26,16,2,100,370,193,0,145,25
142,McDonald’s,Vanilla Triple Thick® Shake (12 fl oz cup),420,10,6,0,40,140,72,0,54,9
143,McDonald’s,Vanilla Triple Thick® Shake (16 fl oz cup),550,13,8,1,50,190,96,0,72,13
144,McDonald’s,Vanilla Triple Thick® Shake (21 fl oz cup),740,18,11,1,70,250,128,0,96,17
145,McDonald’s,1% Low Fat Milk Jug,100,2,1,0,10,125,12,0,12,8
146,McDonald’s,1% Low Fat Chocolate Milk Jug,170,3,1,0,5,150,26,1,25,9
147,McDonald’s,Minute Maid® 100% Apple Juice Box,100,13,4,0,35,15,23,0,22,9
148,McDonald’s,Dasani® Water,260,13,4,0,35,210,34,0,0,9
149,McDonald’s,Minute Maid® Orange Juice (Small),150,13,4,0,35,210,30,0,30,2
150,McDonald’s,Minute Maid® Orange Juice (Medium),190,13,4,0,35,210,39,0,39,3
151,McDonald’s,Minute Maid® Orange Juice (Large),280,13,4,0,35,5,58,0,58,4
152,McDonald’s,Coca-Cola® Classic (Child),110,13,4,0,35,5,29,0,29,9
153,McDonald’s,Coca-Cola® Classic (Small),150,13,4,0,35,10,40,0,40,9
154,McDonald’s,Coca-Cola® Classic (Medium),210,13,4,0,35,15,58,0,58,9
155,McDonald’s,Coca-Cola® Classic (Large),310,13,4,0,35,20,86,0,86,9
156,McDonald’s,Diet Coke® (Child),260,13,4,0,35,15,34,0,0,9
157,McDonald’s,Diet Coke® (Small),260,13,4,0,35,20,34,0,0,9
158,McDonald’s,Diet Coke® (Medium),260,13,4,0,35,30,34,0,0,9
159,McDonald’s,Diet Coke® (Large),260,13,4,0,35,45,34,0,0,9
160,McDonald’s,Sprite® (Child),110,13,4,0,35,30,28,0,28,9
161,McDonald’s,Sprite® (Small),150,13,4,0,35,40,39,0,39,9
162,McDonald’s,Sprite® (Medium),210,13,4,0,35,55,56,0,56,9
163,McDonald’s,Sprite® (Large),310,13,4,0,35,80,83,0,83,9
164,McDonald’s,Hi-C® Orange Lavaburst (Child),120,13,4,0,35,210,32,0,32,9
165,McDonald’s,Hi-C® Orange Lavaburst (Small),160,13,4,0,35,5,44,0,44,9
166,McDonald’s,Hi-C® Orange Lavaburst (Medium),240,13,4,0,35,10,64,0,64,9
167,McDonald’s,Hi-C® Orange Lavaburst (Large),350,13,4,0,35,10,94,0,94,9
168,McDonald’s,POWERade® Mountain Blast (Child),70,13,4,0,35,65,20,0,16,9
169,McDonald’s,POWERade® Mountain Blast (Small),100,13,4,0,35,85,27,0,21,9
170,McDonald’s,POWERade® Mountain Blast (Medium),150,13,4,0,35,130,39,0,31,9
171,McDonald’s,POWERade® Mountain Blast (Large),220,13,4,0,35,190,58,0,46,9
172,McDonald’s,Iced Tea (Child),260,13,4,0,35,5,34,0,0,9
173,McDonald’s,Iced Tea (Small),260,13,4,0,35,10,34,0,0,9
174,McDonald’s,Iced Tea (Medium),260,13,4,0,35,15,34,0,0,9
175,McDonald’s,Iced Tea (Large),260,13,4,0,35,20,1,0,0,9
176,McDonald’s,Coffee (Small),260,13,4,0,35,210,34,0,0,9
177,McDonald’s,Coffee (Large),260,13,4,0,35,210,34,0,0,9
178,McDonald’s,Coffee Cream,20,2,1,0,10,15,34,0,0,9
179,McDonald’s,Sugar Packet,15,13,4,0,35,210,4,0,4,9
180,McDonald’s,"EQUAL® 0
Calorie Sweetener",260,13,4,0,35,210,1,0,1,9
181,McDonald’s,"SPLENDA® No
Calorie Sweetener",260,13,4,0,35,210,1,0,1,9
182,McDonald’s,Iced Coffee– Caramel (Small),130,5,3,0,20,80,21,0,20,1
183,McDonald’s,Iced Coffee– Caramel (Medium),190,8,5,0,30,115,27,0,27,2
184,McDonald’s,Iced Coffee– Caramel (Large),270,11,7,0,40,160,41,0,41,2
185,McDonald’s,Iced Coffee– Hazelnut (Small),130,5,3,0,20,40,21,0,21,1
186,McDonald’s,Iced Coffee– Hazelnut (Medium),190,8,5,0,30,60,29,0,29,2
187,McDonald’s,Iced Coffee– Hazelnut (Large),270,11,7,0,40,85,43,0,43,2
188,McDonald’s,Iced Coffee– Regular (Small),140,5,3,0,20,40,22,0,22,1
189,McDonald’s,Iced Coffee– Regular (Medium),200,8,5,0,30,60,30,0,30,2
190,McDonald’s,Iced Coffee– Regular (Large),280,11,7,0,40,85,45,0,45,2
191,McDonald’s,Iced Coffee– Vanilla (Small),130,5,3,0,20,40,21,0,21,1
192,McDonald’s,Iced Coffee– Vanilla (Medium),190,8,5,0,30,60,29,0,28,2
193,McDonald’s,Iced Coffee– Vanilla (Large),270,11,7,0,40,80,43,0,43,2
194,McDonald’s,Iced Coffee with Sugar Free Vanilla Syrup (Small),60,5,3,0,20,70,8,0,1,1
195,McDonald’s,Iced Coffee with Sugar Free Vanilla Syrup (Medium),90,8,5,0,30,100,11,0,2,2
196,McDonald’s,Iced Coffee with Sugar Free Vanilla Syrup (Large),120,11,7,0,40,140,16,0,2,2
197,McDonald’s,Sweet Tea (Child),110,13,4,0,35,5,27,0,27,9
198,McDonald’s,Sweet Tea (Large),280,13,4,0,35,15,69,0,69,1
199,McDonald’s,Sweet Tea (Medium),180,13,4,0,35,10,45,0,45,1
200,McDonald’s,Sweet Tea (Small),150,13,4,0,35,10,36,0,36,1
201,McDonald’s,Nonfat Cappuccino (Small),60,13,4,0,5,85,9,0,9,6
202,McDonald’s,Nonfat Cappuccino (Medium),80,13,4,0,5,110,12,0,12,8
203,McDonald’s,Nonfat Cappuccino (Large),90,13,4,0,5,130,13,0,13,9
204,McDonald’s,Nonfat Latte (Small),90,13,4,0,5,115,13,0,13,9
205,McDonald’s,Nonfat Latte (Medium),110,13,4,0,5,140,15,0,15,10
206,McDonald’s,Nonfat Latte (Large),120,13,4,0,5,160,18,0,18,12
207,McDonald’s,Nonfat Caramel Cappuccino (Small),150,13,4,0,5,120,33,0,32,5
208,McDonald’s,Nonfat Caramel Cappuccino (Medium),190,13,4,0,5,150,41,0,41,6
209,McDonald’s,Nonfat Caramel Cappuccino (Large),230,13,4,0,5,180,49,0,49,7
210,McDonald’s,Nonfat Caramel Latte (Small),170,13,4,0,5,150,36,0,36,7
211,McDonald’s,Nonfat Caramel Latte (Medium),220,13,4,0,5,180,45,0,45,9
212,McDonald’s,Nonfat Caramel Latte (Large),260,13,4,0,5,220,53,0,53,10
213,McDonald’s,Nonfat Hazelnut Cappuccino (Small),150,13,4,0,5,70,34,0,34,5
214,McDonald’s,Nonfat Hazelnut Cappuccino (Medium),190,13,4,0,5,90,43,0,43,6
215,McDonald’s,Nonfat Hazelnut Cappuccino (Large),230,13,4,0,5,100,51,0,51,7
216,McDonald’s,Nonfat Hazelnut Latte (Small),180,13,4,0,5,95,37,0,37,7
217,McDonald’s,Nonfat Hazelnut Latte (Medium),220,13,4,0,5,115,46,0,46,9
218,McDonald’s,Nonfat Hazelnut Latte (Large),260,13,4,0,5,135,55,0,55,10
219,McDonald’s,Nonfat Vanilla Cappuccino (Small),150,13,4,0,5,70,34,0,34,5
220,McDonald’s,Nonfat Vanilla Cappuccino (Medium),190,13,4,0,5,90,42,0,42,6
221,McDonald’s,Nonfat Vanilla Cappuccino (Large),230,13,4,0,5,100,51,0,51,7
222,McDonald’s,Nonfat Vanilla Latte (Small),180,13,4,0,5,95,37,0,37,7
223,McDonald’s,Nonfat Vanilla Latte (Medium),220,13,4,0,5,115,46,0,46,9
224,McDonald’s,Nonfat Vanilla Latte (Large),260,13,4,0,5,135,55,0,55,10
225,McDonald’s,Nonfat Cappuccino with Sugar Free Vanilla Syrup (Small),50,13,4,0,5,100,15,0,8,5
226,McDonald’s,Nonfat Cappuccino with Sugar Free Vanilla Syrup (Medium),70,13,4,0,5,130,19,0,10,7
227,McDonald’s,Nonfat Cappuccino with Sugar Free Vanilla Syrup (Large),80,13,4,0,5,150,22,0,11,8
228,McDonald’s,Nonfat Latte with Sugar Free Vanilla Syrup (Small),80,13,4,0,5,130,18,0,11,7
229,McDonald’s,Nonfat Latte with Sugar Free Vanilla Syrup (Medium),90,13,4,0,5,160,22,0,13,9
230,McDonald’s,Nonfat Latte with Sugar Free Vanilla Syrup (Large),110,13,4,0,5,190,27,0,15,11
231,McDonald’s,Mocha with Nonfat Milk (Small),240,5,3,0,5,130,41,0,34,7
232,McDonald’s,Mocha with Nonfat Milk (Medium),280,6,3,0,10,160,50,0,42,8
233,McDonald’s,Mocha with Nonfat Milk (Large),330,6,3,0,10,190,58,0,50,10
234,McDonald’s,Hot Chocolate with Nonfat Milk (Small),250,5,3,0,10,140,43,0,37,8
235,McDonald’s,Hot Chocolate with Nonfat Milk (Medium),310,6,3,0,10,190,55,0,47,11
236,McDonald’s,Hot Chocolate with Nonfat Milk (Large),390,6,3,0,10,250,68,0,59,16
237,McDonald’s,Iced Nonfat Latte (Small),50,13,4,0,5,70,7,0,7,5
238,McDonald’s,Iced Nonfat Latte (Medium),60,13,4,0,5,90,9,0,9,6
239,McDonald’s,Iced Nonfat Latte (Large),70,13,4,0,5,105,11,0,11,7
240,McDonald’s,Iced Nonfat Caramel Latte (Small),140,13,4,0,35,105,30,0,30,3
241,McDonald’s,Iced Nonfat Caramel Latte (Medium),150,13,4,0,5,120,32,0,32,5
242,McDonald’s,Iced Nonfat Caramel Latte (Large),190,13,4,0,5,150,40,0,40,6
243,McDonald’s,Iced Nonfat Hazelnut Latte (Small),140,13,4,0,35,50,32,0,32,3
244,McDonald’s,Iced Nonfat Hazelnut Latte (Medium),150,13,4,0,5,70,33,0,33,5
245,McDonald’s,Iced Nonfat Hazelnut Latte (Large),190,13,4,0,5,80,42,0,42,6
246,McDonald’s,Iced Nonfat Vanilla Latte (Small),140,13,4,0,35,50,31,0,31,3
247,McDonald’s,Iced Nonfat Vanilla Latte (Medium),150,13,4,0,5,70,33,0,33,5
248,McDonald’s,Iced Nonfat Vanilla Latte (Large),190,13,4,0,5,85,41,0,41,6
249,McDonald’s,Iced Nonfat Latte with Sugar Free Vanilla Syrup (Small),40,13,4,0,35,85,13,0,5,4
250,McDonald’s,Iced Nonfat Latte with Sugar Free Vanilla Syrup (Medium),50,13,4,0,5,100,14,0,6,5
251,McDonald’s,Iced Nonfat Latte with Sugar Free Vanilla Syrup (Large),60,13,4,0,5,130,19,0,8,6
252,McDonald’s,Iced Mocha with Nonfat Milk (Medium),270,8,4,0,10,140,43,0,35,7
253,McDonald’s,Iced Nonfat Caramel Mocha (Large),300,6,4,0,10,230,49,0,45,11
254,McDonald’s,Iced Nonfat Caramel Mocha (Medium),240,6,4,0,10,190,37,0,34,9
255,McDonald’s,Iced Nonfat Caramel Mocha (Small),200,6,4,0,10,140,29,0,26,6
256,McDonald’s,Nonfat Caramel Mocha (Large),280,4,2,0,10,260,49,0,46,12
257,McDonald’s,Nonfat Caramel Mocha (Medium),240,4,2,0,5,200,41,0,38,9
258,McDonald’s,Nonfat Caramel Mocha (Small),200,4,2,0,5,170,34,0,31,8
259,McDonald’s,Cappuccino (Small),120,7,4,0,20,85,9,0,9,6
260,McDonald’s,Cappuccino (Medium),140,8,4,0,25,105,11,0,11,8
261,McDonald’s,Cappuccino (Large),180,10,6,0,30,130,13,0,13,9
262,McDonald’s,Latte (Small) ,150,8,4,0,25,105,11,0,11,8
263,McDonald’s,Latte (Medium),180,10,6,0,30,130,13,0,13,10
264,McDonald’s,Latte (Large),210,11,7,0,35,150,16,0,16,11
265,McDonald’s,Caramel Cappuccino (Small),200,5,3,0,15,125,32,0,32,5
266,McDonald’s,Caramel Cappuccino (Medium),240,6,3,0,20,150,41,0,40,6
267,McDonald’s,Caramel Cappuccino (Large),290,8,4,0,25,190,49,0,49,8
268,McDonald’s,Caramel Latte (Small),230,7,4,0,20,140,35,0,35,7
269,McDonald’s,Caramel Latte (Medium),280,8,4,0,25,170,43,0,43,8
270,McDonald’s,Caramel Latte (Large),330,9,5,0,30,210,52,0,51,9
271,McDonald’s,Hazelnut Cappuccino (Small),200,5,3,0,15,70,34,0,34,5
272,McDonald’s,Hazelnut Cappuccino (Medium),240,6,3,0,20,85,42,0,42,6
273,McDonald’s,Hazelnut Cappuccino (Large),290,8,4,0,25,105,51,0,51,7
274,McDonald’s,Hazelnut Latte (Small),230,7,4,0,20,90,36,0,36,7
275,McDonald’s,Hazelnut Latte (Medium),280,8,4,0,25,110,45,0,45,8
276,McDonald’s,Hazelnut Latte (Large),330,9,5,0,30,130,53,0,53,9
277,McDonald’s,Vanilla Cappuccino (Small),200,5,3,0,15,70,34,0,34,5
278,McDonald’s,Vanilla Cappuccino (Medium),240,6,3,0,20,85,42,0,42,6
279,McDonald’s,Vanilla Cappuccino (Large),290,8,4,0,25,105,51,0,51,7
280,McDonald’s,Vanilla Latte (Small),230,7,4,0,20,90,36,0,36,7
281,McDonald’s,Vanilla Latte (Medium),280,8,4,0,25,110,44,0,44,8
282,McDonald’s,Vanilla Latte (Large),330,9,5,0,30,130,53,0,53,9
283,McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Small),100,5,3,0,15,105,15,0,7,5
284,McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Medium),120,6,3,0,20,130,18,0,9,6
285,McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Large),150,8,4,0,25,160,22,0,11,8
286,McDonald’s,Latte with Sugar Free Vanilla Syrup (Small),130,7,4,0,20,125,17,0,10,7
287,McDonald’s,Latte with Sugar Free Vanilla Syrup (Medium),160,8,5,0,25,150,21,0,11,8
288,McDonald’s,Latte with Sugar Free Vanilla Syrup (Large),180,10,6,0,30,180,25,0,13,10
289,McDonald’s,Mocha (Small),280,11,6,0,20,125,40,0,33,6
290,McDonald’s,Mocha (Medium),330,12,7,0,25,150,48,0,41,7
291,McDonald’s,Mocha (Large),400,14,8,0,30,190,58,0,49,10
292,McDonald’s,Hot Chocolate (Small),300,12,7,0,25,135,41,0,35,8
293,McDonald’s,Hot Chocolate (Medium),380,15,9,0,30,170,53,0,45,10
294,McDonald’s,Hot Chocolate (Large),460,18,10,0,40,220,63,0,54,13
295,McDonald’s,Iced Latte (Small),80,4,2,0,15,65,6,0,6,4
296,McDonald’s,Iced Latte (Medium),100,6,3,0,15,80,8,0,8,6
297,McDonald’s,Iced Latte (Large),140,8,4,0,25,105,10,0,10,7
298,McDonald’s,Iced Caramel Latte (Small),160,3,1,0,10,100,29,0,29,3
299,McDonald’s,Iced Caramel Latte (Medium),180,4,2,0,15,120,31,0,31,4
300,McDonald’s,Iced Caramel Latte (Large),230,6,3,0,15,150,40,0,40,6
301,McDonald’s,Iced Hazelnut Latte (Small),160,3,1,0,10,45,31,0,31,3
302,McDonald’s,Iced Hazelnut Latte (Medium),180,4,2,0,15,65,33,0,33,4
303,McDonald’s,Iced Hazelnut Latte (Large),230,6,3,0,15,85,41,0,41,6
304,McDonald’s,Iced Vanilla Latte (Small),160,3,1,0,10,45,31,0,31,3
305,McDonald’s,Iced Vanilla Latte (Medium),190,4,2,0,15,70,33,0,33,5
306,McDonald’s,Iced Vanilla Latte (Large),230,6,3,0,15,85,41,0,41,6
307,McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Small),60,3,2,0,10,80,12,0,4,3
308,McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Medium),90,5,3,0,15,105,14,0,6,5
309,McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Large),110,6,3,0,15,130,19,0,8,6
310,McDonald’s,Iced Mocha (Medium),310,13,8,0,25,140,42,0,35,7
311,McDonald’s,Caramel Mocha (Large),360,14,8,0,35,220,47,0,46,10
312,McDonald’s,Caramel Mocha (Medium),290,12,7,0,25,180,39,0,38,8
313,McDonald’s,Caramel Mocha (Small),250,11,6,0,25,150,33,0,31,7
314,McDonald’s,Iced Caramel Mocha (Large),380,16,9,0,35,210,48,0,46,10
315,McDonald’s,Iced Caramel Mocha (Medium),300,14,8,0,30,160,36,0,33,8
316,McDonald’s,Iced Caramel Mocha (Small),240,12,7,0,25,130,29,0,26,6
317,McDonald’s,Frappe Caramel (Small),450,20,13,1,55,135,61,0,57,6
318,McDonald’s,Frappe Caramel (Medium),550,24,15,1,70,160,76,0,71,8
319,McDonald’s,Frappe Caramel (Large),680,29,18,1,85,200,94,0,88,10
320,McDonald’s,Frappe Mocha (Small),450,20,13,1,55,130,62,1,56,7
321,McDonald’s,Frappe Mocha (Medium),560,24,15,1,65,160,78,1,70,8
322,McDonald’s,Frappe Mocha (Large),680,28,18,1,80,200,96,1,87,10
323,McDonald’s,Strawberry Banana Smoothie (Large),330,1,4,0,5,55,77,4,70,3
324,McDonald’s,Strawberry Banana Smoothie (Medium),260,1,4,0,5,40,60,3,54,2
325,McDonald’s,Strawberry Banana Smoothie (Small),210,13,4,0,5,35,49,2,44,2
326,McDonald’s,Wild Berry Smoothie (Large),320,1,4,0,5,45,75,4,69,3
327,McDonald’s,Wild Berry Smoothie (Medium),260,1,4,0,5,35,60,4,55,3
328,McDonald’s,Wild Berry Smoothie (Small),210,13,4,0,5,30,48,3,44,2
329,Burger King,Whopper® Sandwich,660,40,12,1,90,980,49,2,11,28
330,Burger King,Whopper® Sandwich with Cheese,740,46,16,2,115,1340,50,2,11,32
331,Burger King,Bacon & Cheese Whopper® Sandwich,790,51,17,2,125,1560,50,2,11,35
332,Burger King,Double Whopper® Sandwich,900,58,20,3,175,1050,49,2,11,48
333,Burger King,Double Whopper® Sandwich with Cheese,980,64,24,3,195,1410,50,2,11,52
334,Burger King,Triple Whopper® Sandwich,1130,75,28,4,255,1120,49,2,11,67
335,Burger King,Triple Whopper® Sandwich with Cheese,1220,82,32,4,280,1470,50,2,11,71
336,Burger King,Whopper JR.® Sandwich,310,18,5,0,40,390,27,1,7,13
337,Burger King,Bacon King Sandwich,1150,79,31,3,240,2150,49,2,10,61
338,Burger King,Cheddar Bacon King Sandwich,1190,84,33,3,235,1930,50,2,11,64
339,Burger King,Single Quarter Pound King Sandwich,580,29,13,1,105,1310,49,2,10,32
340,Burger King,Double Quarter Pound King Sandwich,900,54,25,3,210,1740,50,2,11,56
341,Burger King,Single Stacker King,700,42,16,2,125,1360,48,1,10,35
342,Burger King,Double Stacker King,1050,68,28,3,235,1870,49,1,11,61
343,Burger King,IMPOSSIBLE Whopper® Sandwich,630,34,11,0,10,1080,58,4,12,25
344,Burger King,Hamburger,240,10,3,0,35,380,26,1,6,13
345,Burger King,Cheeseburger,280,13,6,0,45,560,27,1,7,15
346,Burger King,Double Hamburger,350,18,7,1,70,410,26,1,6,21
347,Burger King,Double Cheeseburger,390,21,9,1,85,590,27,1,7,23
348,Burger King,Extra Long Cheeseburger,630,37,14,1,100,1050,45,2,9,29
349,Burger King,Bacon Cheeseburger,320,16,7,0,55,710,27,1,7,17
350,Burger King,Bacon Double Cheeseburger,420,24,10,1,90,740,27,1,7,25
351,Burger King,Crispy Chicken Sandwich,670,41,7,0,60,1080,54,2,8,23
352,Burger King,Spicy Crispy Chicken Sandwich,700,42,7,0,65,1140,57,3,8,25
353,Burger King,Original Chicken Sandwich,660,40,7,0,75,1170,48,2,5,28
354,Burger King,Bacon & Cheese Crispy Chicken Sandwich,800,52,13,1,95,1650,55,2,8,30
355,Burger King,BBQ Bacon Crispy Chicken Sandwich,790,49,10,0,80,1630,60,2,13,28
356,Burger King,Crispy Chicken Jr.,450,30,5,0,30,780,34,2,5,12
357,Burger King,Spicy Crispy Chicken Jr.,390,21,3,0,30,740,37,2,6,12
358,Burger King,Chicken Nuggets- 4pc,170,11,1,0,25,310,11,1,0,8
359,Burger King,Chicken Nuggets- 6pc,260,16,2,0,35,470,16,1,0,12
360,Burger King,Chicken Nuggets- 10pc,430,27,4,0,55,780,27,2,0,20
361,Burger King,Chicken Nuggets- 20pc,860,54,9,0,115,1570,53,3,1,39
