company,item,calories,"total fat
(g)","saturated fat
(g)","trans fat
(g)","cholesterol
(mg)","sodium 
(mg)","carbs
(g)","fiber
(g)","sugars
(g)","protein
(g)"
McDonald’s,Iced Latte (Large),0.11111111111111112,0.07216494845360824,0.09375,0.0,0.03508771929824561,0.035998615437867774,0.03345724907063197,0.0,0.03787878787878788,0.0857142857142857
McDonald’s,Iced Caramel Latte (Small),0.12757201646090535,0.02061855670103093,0.0,0.0,0.008771929824561403,0.034267912772585674,0.10408921933085502,0.0,0.10984848484848485,0.028571428571428574
McDonald’s,Iced Caramel Latte (Medium),0.14403292181069957,0.030927835051546393,0.03125,0.0,0.01754385964912281,0.04119072343371409,0.11152416356877323,0.0,0.11742424242424243,0.04285714285714286
McDonald’s,Iced Caramel Latte (Large),0.18518518518518517,0.051546391752577324,0.0625,0.0,0.01754385964912281,0.05157493942540672,0.14498141263940517,0.0,0.15151515151515152,0.07142857142857142
McDonald’s,Iced Hazelnut Latte (Small),0.12757201646090535,0.02061855670103093,0.0,0.0,0.008771929824561403,0.015230183454482522,0.11152416356877323,0.0,0.11742424242424243,0.028571428571428574
McDonald’s,Iced Hazelnut Latte (Medium),0.14403292181069957,0.030927835051546393,0.03125,0.0,0.01754385964912281,0.02215299411561094,0.11895910780669144,0.0,0.125,0.04285714285714286
McDonald’s,Iced Hazelnut Latte (Large),0.18518518518518517,0.051546391752577324,0.0625,0.0,0.01754385964912281,0.02907580477673936,0.1486988847583643,0.0,0.1553030303030303,0.07142857142857142
McDonald’s,Iced Vanilla Latte (Small),0.12757201646090535,0.02061855670103093,0.0,0.0,0.008771929824561403,0.015230183454482522,0.11152416356877323,0.0,0.11742424242424243,0.028571428571428574
McDonald’s,Iced Vanilla Latte (Medium),0.1522633744855967,0.030927835051546393,0.03125,0.0,0.01754385964912281,0.023883696780893044,0.11895910780669144,0.0,0.125,0.05714285714285714
McDonald’s,Iced Vanilla Latte (Large),0.18518518518518517,0.051546391752577324,0.0625,0.0,0.01754385964912281,0.02907580477673936,0.1486988847583643,0.0,0.1553030303030303,0.07142857142857142
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Small),0.04526748971193415,0.02061855670103093,0.03125,0.0,0.008771929824561403,0.027345102111457256,0.040892193308550186,0.0,0.015151515151515152,0.028571428571428574
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Medium),0.06995884773662552,0.041237113402061855,0.0625,0.0,0.01754385964912281,0.035998615437867774,0.048327137546468404,0.0,0.022727272727272728,0.05714285714285714
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Large),0.08641975308641976,0.051546391752577324,0.0625,0.0,0.01754385964912281,0.0446521287642783,0.06691449814126393,0.0,0.030303030303030304,0.07142857142857142
McDonald’s,Iced Mocha (Medium),0.25102880658436216,0.12371134020618556,0.21875,0.0,0.03508771929824561,0.04811353409484251,0.1524163568773234,0.0,0.13257575757575757,0.0857142857142857
McDonald’s,Caramel Mocha (Large),0.29218106995884774,0.13402061855670103,0.21875,0.0,0.052631578947368425,0.07580477673935618,0.17100371747211893,0.0,0.17424242424242425,0.12857142857142856
McDonald’s,Caramel Mocha (Medium),0.2345679012345679,0.1134020618556701,0.1875,0.0,0.03508771929824561,0.06195915541709935,0.14126394052044608,0.0,0.14393939393939395,0.09999999999999999
McDonald’s,Caramel Mocha (Small),0.20164609053497942,0.10309278350515463,0.15625,0.0,0.03508771929824561,0.05157493942540672,0.11895910780669144,0.0,0.11742424242424243,0.0857142857142857
McDonald’s,Iced Caramel Mocha (Large),0.308641975308642,0.15463917525773196,0.25,0.0,0.052631578947368425,0.07234337140879196,0.17472118959107805,0.0,0.17424242424242425,0.12857142857142856
McDonald’s,Iced Caramel Mocha (Medium),0.242798353909465,0.13402061855670103,0.21875,0.0,0.04385964912280702,0.05503634475597093,0.13011152416356875,0.0,0.125,0.09999999999999999
McDonald’s,Iced Caramel Mocha (Small),0.19341563786008228,0.1134020618556701,0.1875,0.0,0.03508771929824561,0.0446521287642783,0.10408921933085502,0.0,0.09848484848484848,0.07142857142857142
McDonald’s,Frappe Caramel (Small),0.3662551440329218,0.1958762886597938,0.375,0.25,0.08771929824561404,0.04638283142956041,0.22304832713754644,0.0,0.2159090909090909,0.07142857142857142
McDonald’s,Frappe Caramel (Medium),0.448559670781893,0.2371134020618557,0.4375,0.25,0.11403508771929825,0.05503634475597093,0.27881040892193304,0.0,0.2689393939393939,0.09999999999999999
McDonald’s,Frappe Caramel (Large),0.5555555555555556,0.28865979381443296,0.53125,0.25,0.14035087719298245,0.06888196607822776,0.345724907063197,0.0,0.33333333333333337,0.12857142857142856
McDonald’s,Frappe Mocha (Small),0.3662551440329218,0.1958762886597938,0.375,0.25,0.08771929824561404,0.0446521287642783,0.22676579925650556,0.03225806451612903,0.21212121212121213,0.0857142857142857
McDonald’s,Frappe Mocha (Medium),0.45679012345679015,0.2371134020618557,0.4375,0.25,0.10526315789473685,0.05503634475597093,0.2862453531598513,0.03225806451612903,0.26515151515151514,0.09999999999999999
McDonald’s,Frappe Mocha (Large),0.5555555555555556,0.2783505154639175,0.53125,0.25,0.13157894736842105,0.06888196607822776,0.3531598513011152,0.03225806451612903,0.32954545454545453,0.12857142857142856
McDonald’s,Strawberry Banana Smoothie (Large),0.2674897119341564,0.0,0.09375,0.0,0.0,0.01869158878504673,0.28252788104089216,0.12903225806451613,0.26515151515151514,0.028571428571428574
McDonald’s,Strawberry Banana Smoothie (Medium),0.20987654320987653,0.0,0.09375,0.0,0.0,0.013499480789200418,0.21933085501858735,0.0967741935483871,0.20454545454545456,0.014285714285714285
McDonald’s,Strawberry Banana Smoothie (Small),0.16872427983539093,0.12371134020618556,0.09375,0.0,0.0,0.011768778123918312,0.17843866171003717,0.06451612903225806,0.16666666666666669,0.014285714285714285
McDonald’s,Wild Berry Smoothie (Large),0.2592592592592593,0.0,0.09375,0.0,0.0,0.015230183454482522,0.275092936802974,0.12903225806451613,0.26136363636363635,0.028571428571428574
McDonald’s,Wild Berry Smoothie (Medium),0.20987654320987653,0.0,0.09375,0.0,0.0,0.011768778123918312,0.21933085501858735,0.12903225806451613,0.20833333333333334,0.028571428571428574
McDonald’s,Wild Berry Smoothie (Small),0.16872427983539093,0.12371134020618556,0.09375,0.0,0.0,0.010038075458636208,0.17472118959107805,0.0967741935483871,0.16666666666666669,0.014285714285714285
Burger King,Whopper® Sandwich,0.5390946502057613,0.40206185567010305,0.34375,0.25,0.14912280701754385,0.3388715818622361,0.17843866171003717,0.06451612903225806,0.04166666666666667,0.3857142857142857
Burger King,Whopper® Sandwich with Cheese,0.6049382716049383,0.46391752577319584,0.46875,0.5,0.1929824561403509,0.46348217376254763,0.18215613382899626,0.06451612903225806,0.04166666666666667,0.44285714285714284
Burger King,Bacon & Cheese Whopper® Sandwich,0.6460905349794239,0.5154639175257733,0.5,0.5,0.2105263157894737,0.5396330910349603,0.18215613382899626,0.06451612903225806,0.04166666666666667,0.4857142857142857
Burger King,Double Whopper® Sandwich,0.7366255144032922,0.5876288659793815,0.59375,0.75,0.29824561403508776,0.36310141917618555,0.17843866171003717,0.06451612903225806,0.04166666666666667,0.6714285714285715
Burger King,Double Whopper® Sandwich with Cheese,0.8024691358024691,0.6494845360824743,0.71875,0.75,0.33333333333333337,0.4877120110764971,0.18215613382899626,0.06451612903225806,0.04166666666666667,0.7285714285714286
Burger King,Triple Whopper® Sandwich,0.9259259259259259,0.7628865979381444,0.84375,1.0,0.4385964912280702,0.387331256490135,0.17843866171003717,0.06451612903225806,0.04166666666666667,0.9428571428571428
Burger King,Triple Whopper® Sandwich with Cheese,0.9999999999999999,0.8350515463917526,0.96875,1.0,0.48245614035087725,0.5084804430598824,0.18215613382899626,0.06451612903225806,0.04166666666666667,1.0
Burger King,Whopper JR.® Sandwich,0.25102880658436216,0.1752577319587629,0.125,0.0,0.06140350877192982,0.13464866735894773,0.0966542750929368,0.03225806451612903,0.026515151515151516,0.17142857142857143
Burger King,Bacon King Sandwich,0.9423868312757202,0.8041237113402062,0.9375,0.75,0.412280701754386,0.7438560055382486,0.17843866171003717,0.06451612903225806,0.03787878787878788,0.8571428571428572
Burger King,Cheddar Bacon King Sandwich,0.9753086419753086,0.8556701030927836,1.0,0.75,0.4035087719298246,0.6677050882658361,0.18215613382899626,0.06451612903225806,0.04166666666666667,0.9
Burger King,Single Quarter Pound King Sandwich,0.4732510288065844,0.28865979381443296,0.375,0.25,0.17543859649122806,0.453097957770855,0.17843866171003717,0.06451612903225806,0.03787878787878788,0.44285714285714284
Burger King,Double Quarter Pound King Sandwich,0.7366255144032922,0.5463917525773196,0.75,0.75,0.35964912280701755,0.601938386985116,0.18215613382899626,0.06451612903225806,0.04166666666666667,0.7857142857142857
Burger King,Single Stacker King,0.5720164609053499,0.422680412371134,0.46875,0.5,0.2105263157894737,0.47040498442367606,0.17472118959107805,0.03225806451612903,0.03787878787878788,0.4857142857142857
Burger King,Double Stacker King,0.8600823045267489,0.6907216494845361,0.84375,0.75,0.4035087719298246,0.6469366562824508,0.17843866171003717,0.03225806451612903,0.04166666666666667,0.8571428571428572
Burger King,IMPOSSIBLE Whopper® Sandwich,0.51440329218107,0.34020618556701027,0.3125,0.0,0.008771929824561403,0.3734856351678782,0.21189591078066913,0.12903225806451613,0.045454545454545456,0.34285714285714286
Burger King,Hamburger,0.19341563786008228,0.09278350515463916,0.0625,0.0,0.052631578947368425,0.13118726202838352,0.09293680297397769,0.03225806451612903,0.022727272727272728,0.17142857142857143
Burger King,Cheeseburger,0.22633744855967078,0.12371134020618556,0.15625,0.0,0.07017543859649122,0.1934925579785393,0.0966542750929368,0.03225806451612903,0.026515151515151516,0.19999999999999998
Burger King,Double Hamburger,0.28395061728395066,0.1752577319587629,0.1875,0.25,0.11403508771929825,0.14157147802007616,0.09293680297397769,0.03225806451612903,0.022727272727272728,0.2857142857142857
Burger King,Double Cheeseburger,0.3168724279835391,0.2061855670103093,0.25,0.25,0.14035087719298245,0.20387677397023193,0.0966542750929368,0.03225806451612903,0.026515151515151516,0.3142857142857143
Burger King,Extra Long Cheeseburger,0.51440329218107,0.37113402061855666,0.40625,0.25,0.16666666666666666,0.36310141917618555,0.16356877323420072,0.06451612903225806,0.03409090909090909,0.39999999999999997
Burger King,Bacon Cheeseburger,0.2592592592592593,0.15463917525773196,0.1875,0.0,0.08771929824561404,0.24541363793700244,0.0966542750929368,0.03225806451612903,0.026515151515151516,0.22857142857142856
Burger King,Bacon Double Cheeseburger,0.34156378600823045,0.2371134020618557,0.28125,0.25,0.14912280701754385,0.2557978539286951,0.0966542750929368,0.03225806451612903,0.026515151515151516,0.34285714285714286
Burger King,Crispy Chicken Sandwich,0.5473251028806585,0.41237113402061853,0.1875,0.0,0.09649122807017545,0.3734856351678782,0.19702602230483268,0.06451612903225806,0.030303030303030304,0.3142857142857143
Burger King,Spicy Crispy Chicken Sandwich,0.5720164609053499,0.422680412371134,0.1875,0.0,0.10526315789473685,0.39425406715126343,0.20817843866171,0.0967741935483871,0.030303030303030304,0.34285714285714286
Burger King,Original Chicken Sandwich,0.5390946502057613,0.40206185567010305,0.1875,0.0,0.12280701754385964,0.4046382831429561,0.17472118959107805,0.06451612903225806,0.01893939393939394,0.3857142857142857
Burger King,Bacon & Cheese Crispy Chicken Sandwich,0.654320987654321,0.5257731958762887,0.375,0.25,0.15789473684210525,0.5707857390100382,0.2007434944237918,0.06451612903225806,0.030303030303030304,0.41428571428571426
Burger King,BBQ Bacon Crispy Chicken Sandwich,0.6460905349794239,0.49484536082474223,0.28125,0.0,0.13157894736842105,0.5638629283489097,0.21933085501858735,0.06451612903225806,0.04924242424242424,0.3857142857142857
Burger King,Crispy Chicken Jr.,0.3662551440329218,0.29896907216494845,0.125,0.0,0.04385964912280702,0.2696434752509519,0.12267657992565055,0.06451612903225806,0.01893939393939394,0.15714285714285714
Burger King,Spicy Crispy Chicken Jr.,0.3168724279835391,0.2061855670103093,0.0625,0.0,0.04385964912280702,0.2557978539286951,0.13382899628252787,0.06451612903225806,0.022727272727272728,0.15714285714285714
Burger King,Chicken Nuggets- 4pc,0.13580246913580246,0.10309278350515463,0.0,0.0,0.03508771929824561,0.10695742471443406,0.03717472118959108,0.03225806451612903,0.0,0.09999999999999999
Burger King,Chicken Nuggets- 6pc,0.20987654320987653,0.15463917525773196,0.03125,0.0,0.052631578947368425,0.1623399100034614,0.055762081784386616,0.03225806451612903,0.0,0.15714285714285714
Burger King,Chicken Nuggets- 10pc,0.3497942386831276,0.26804123711340205,0.09375,0.0,0.08771929824561404,0.2696434752509519,0.0966542750929368,0.06451612903225806,0.0,0.2714285714285714
Burger King,Chicken Nuggets- 20pc,0.7037037037037037,0.5463917525773196,0.25,0.0,0.1929824561403509,0.5430944963655245,0.1933085501858736,0.0967741935483871,0.003787878787878788,0.5428571428571429
Burger King,Spicy Chicken Nuggets- 4pc,0.16872427983539093,0.1443298969072165,0.0625,0.0,0.02631578947368421,0.1969539633091035,0.03717472118959108,0.06451612903225806,0.0,0.09999999999999999
Burger King,Spicy Chicken Nuggets- 6pc,0.2592592592592593,0.21649484536082475,0.09375,0.0,0.052631578947368425,0.29387331256490135,0.05947955390334572,0.0967741935483871,0.0,0.15714285714285714
Burger King,Spicy Chicken Nuggets- 10 pc,0.4320987654320988,0.37113402061855666,0.1875,0.0,0.08771929824561404,0.4911734164070613,0.10037174721189591,0.12903225806451613,0.003787878787878788,0.2714285714285714
Burger King,Spicy Chicken Nuggets- 20 pc,0.8600823045267489,0.7525773195876289,0.4375,0.0,0.1842105263157895,0.9826929733471791,0.20446096654275092,0.29032258064516125,0.003787878787878788,0.5571428571428572
Burger King,Chicken Fries – 9 pc.,0.22633744855967078,0.16494845360824742,0.03125,0.0,0.052631578947368425,0.29387331256490135,0.07063197026022304,0.03225806451612903,0.003787878787878788,0.17142857142857143
Burger King,Crispy Taco,0.13580246913580246,0.08247422680412371,0.0625,0.0,0.008771929824561403,0.14157147802007616,0.06691449814126393,0.06451612903225806,0.003787878787878788,0.05714285714285714
Burger King,BIG FISH Sandwich,0.4156378600823045,0.2783505154639175,0.09375,0.0,0.04385964912280702,0.4080996884735203,0.18587360594795538,0.06451612903225806,0.026515151515151516,0.21428571428571427
Burger King,Garden Chicken Salad with Crispy Chicken – no dressing,0.3580246913580247,0.24742268041237112,0.1875,0.0,0.12280701754385964,0.321564555209415,0.11152416356877323,0.0967741935483871,0.015151515151515152,0.34285714285714286
Burger King,Club Salad with Crispy Chicken – no dressing,0.4403292181069959,0.32989690721649484,0.28125,0.0,0.15789473684210525,0.47732779508480444,0.11152416356877323,0.0967741935483871,0.01893939393939394,0.42857142857142855
Burger King,Garden Side Salad – w/o dressing,0.04526748971193415,0.030927835051546393,0.03125,0.0,0.008771929824561403,0.032537210107303566,0.007434944237918215,0.03225806451612903,0.007575757575757576,0.04285714285714286
Burger King,Ken’s Ranch Dressing,0.20987654320987653,0.2783505154639175,0.09375,0.0,0.008771929824561403,0.0827275874004846,0.0037174721189591076,0.0,0.007575757575757576,0.0
Burger King,Ken’s Golden Italian Dressing,0.12757201646090535,0.16494845360824742,0.03125,0.0,0.052631578947368425,0.13118726202838352,0.011152416356877323,0.0,0.011363636363636364,0.11428571428571427
Burger King,Ken’s Lite Honey Balsamic Vinaigrette,0.09465020576131687,0.07216494845360824,0.0,0.0,0.052631578947368425,0.07580477673935618,0.048327137546468404,0.0,0.04166666666666667,0.11428571428571427
Burger King,Buttery Garlic Croutons- Packet,0.04526748971193415,0.010309278350515464,0.09375,0.0,0.008771929824561403,0.06195915541709935,0.02973977695167286,0.0,0.003787878787878788,0.0
Burger King,Onion Rings – value,0.11934156378600823,0.07216494845360824,0.0,0.0,0.052631578947368425,0.13811007268951195,0.06691449814126393,0.03225806451612903,0.007575757575757576,0.0
Burger King,Onion Rings – small,0.2592592592592593,0.15463917525773196,0.0625,0.0,0.052631578947368425,0.29041190723433713,0.1486988847583643,0.0967741935483871,0.015151515151515152,0.028571428571428574
Burger King,Onion Rings – medium,0.33333333333333337,0.2061855670103093,0.0625,0.0,0.052631578947368425,0.3734856351678782,0.1933085501858736,0.12903225806451613,0.01893939393939394,0.04285714285714286
Burger King,Onion Rings – large,0.40740740740740744,0.24742268041237112,0.09375,0.0,0.052631578947368425,0.453097957770855,0.23420074349442377,0.16129032258064516,0.026515151515151516,0.05714285714285714
Burger King,French Fries – value (unsalted),0.17695473251028807,0.08247422680412371,0.0,0.0,0.052631578947368425,0.07234337140879196,0.12267657992565055,0.0967741935483871,0.003787878787878788,0.014285714285714285
Burger King,French Fries – small,0.2592592592592593,0.12371134020618556,0.03125,0.0,0.052631578947368425,0.10349601938386985,0.17843866171003717,0.16129032258064516,0.003787878787878788,0.04285714285714286
Burger King,French Fries – medium,0.308641975308642,0.15463917525773196,0.03125,0.0,0.052631578947368425,0.12426445136725511,0.21189591078066913,0.1935483870967742,0.003787878787878788,0.04285714285714286
Burger King,French Fries – large,0.3497942386831276,0.1752577319587629,0.03125,0.0,0.052631578947368425,0.14157147802007616,0.24163568773234198,0.22580645161290322,0.007575757575757576,0.05714285714285714
Burger King,Kids Oatmeal,0.13580246913580246,0.02061855670103093,0.0,0.0,0.0,0.08965039806161301,0.11524163568773234,0.0967741935483871,0.045454545454545456,0.04285714285714286
Burger King,Mott’s® Natural Applesauce,0.037037037037037035,0.12371134020618556,0.09375,0.0,0.052631578947368425,0.07234337140879196,0.04460966542750929,0.03225806451612903,0.04166666666666667,0.11428571428571427
Burger King,Fat FREE Milk (8 fl oz),0.06995884773662552,0.12371134020618556,0.09375,0.0,0.0,0.0429214260989962,0.04460966542750929,0.0,0.045454545454545456,0.11428571428571427
Burger King,1% Low Fat Chocolate Milk (8 fl oz),0.12757201646090535,0.010309278350515464,0.0,0.0,0.01754385964912281,0.05157493942540672,0.09293680297397769,0.0,0.0946969696969697,0.09999999999999999
Burger King,Capri Sun® 100% Apple Juice (6 fl oz),0.0617283950617284,0.12371134020618556,0.09375,0.0,0.052631578947368425,0.008307372793354103,0.07063197026022304,0.0,0.07575757575757576,0.11428571428571427
Burger King,PB&J Jamwich,0.242798353909465,0.15463917525773196,0.0625,0.0,0.052631578947368425,0.10003461405330565,0.11895910780669144,0.12903225806451613,0.04166666666666667,0.14285714285714285
Burger King,Soft Serve Cone,0.1522633744855967,0.030927835051546393,0.0625,0.0,0.02631578947368421,0.05157493942540672,0.11524163568773234,0.0,0.09090909090909091,0.05714285714285714
Burger King,Dutch Apple Pie,0.2757201646090535,0.13402061855670103,0.15625,0.0,0.052631578947368425,0.10695742471443406,0.18587360594795538,0.03225806451612903,0.0946969696969697,0.028571428571428574
Burger King,HERSHEY®’S Sundae Pie,0.25102880658436216,0.18556701030927836,0.34375,0.0,0.008771929824561403,0.07580477673935618,0.11524163568773234,0.03225806451612903,0.08333333333333334,0.028571428571428574
Burger King,Pie made with TWIX®,0.3004115226337449,0.1958762886597938,0.375,0.0,0.008771929824561403,0.11388023537556248,0.16356877323420072,0.03225806451612903,0.11363636363636365,0.04285714285714286
Burger King,OREO® Cookie Cheesecake,0.28395061728395066,0.1752577319587629,0.21875,0.0,0.052631578947368425,0.10695742471443406,0.1486988847583643,0.03225806451612903,0.0946969696969697,0.07142857142857142
Burger King,Soft Serve Cup,0.13580246913580246,0.030927835051546393,0.0625,0.0,0.02631578947368421,0.05157493942540672,0.10037174721189591,0.0,0.09090909090909091,0.05714285714285714
Burger King,HERSHEY®’s Chocolate Sundae,0.20987654320987653,0.041237113402061855,0.0625,0.0,0.02631578947368421,0.05503634475597093,0.17843866171003717,0.03225806451612903,0.16287878787878787,0.05714285714285714
Burger King,Caramel Sundae,0.19341563786008228,0.041237113402061855,0.0625,0.0,0.02631578947368421,0.07234337140879196,0.1524163568773234,0.0,0.125,0.05714285714285714
Burger King,Chocolate Chip Cookies (each),0.12757201646090535,0.07216494845360824,0.09375,0.0,0.008771929824561403,0.0429214260989962,0.08550185873605948,0.03225806451612903,0.05681818181818182,0.014285714285714285
Burger King,CROISSAN’WICH® Egg & Cheese,0.2757201646090535,0.1752577319587629,0.21875,0.0,0.27192982456140347,0.21079958463136034,0.10408921933085502,0.03225806451612903,0.015151515151515152,0.15714285714285714
Burger King,"CROISSAN’WICH® Sausage, Egg & Cheese",0.40740740740740744,0.32989690721649484,0.375,0.0,0.33333333333333337,0.321564555209415,0.10780669144981413,0.03225806451612903,0.015151515151515152,0.2571428571428571
Burger King,"CROISSAN’WICH® Ham, Egg & Cheese",0.3004115226337449,0.18556701030927836,0.21875,0.0,0.29824561403508776,0.3561786085150571,0.10780669144981413,0.03225806451612903,0.01893939393939394,0.22857142857142856
Burger King,"CROISSAN’WICH® Bacon, Egg & Cheese",0.3004115226337449,0.2061855670103093,0.25,0.0,0.2894736842105263,0.26272066458982346,0.10780669144981413,0.03225806451612903,0.015151515151515152,0.1857142857142857
Burger King,Fully Loaded CROISSAN’WICH®,0.4979423868312757,0.40206185567010305,0.5,0.0,0.38596491228070173,0.5811699550017307,0.11152416356877323,0.03225806451612903,0.01893939393939394,0.3857142857142857
Burger King,Double CROISSAN’WICH® with Sausage & Bacon,0.4732510288065844,0.40206185567010305,0.46875,0.0,0.368421052631579,0.43579093111803396,0.11152416356877323,0.03225806451612903,0.01893939393939394,0.3142857142857143
Burger King,Double CROISSAN’WICH® with Sausage,0.5802469135802469,0.5257731958762887,0.59375,0.0,0.412280701754386,0.4911734164070613,0.11152416356877323,0.03225806451612903,0.01893939393939394,0.39999999999999997
Burger King,Double CROISSAN’WICH® with Ham & Sausage,0.4732510288065844,0.38144329896907214,0.46875,0.0,0.3771929824561404,0.5292488750432677,0.11152416356877323,0.03225806451612903,0.01893939393939394,0.3714285714285714
Burger King,Fully Loaded Biscuit,0.5226337448559671,0.4536082474226804,0.59375,0.0,0.38596491228070173,0.7577016268605055,0.11152416356877323,0.03225806451612903,0.015151515151515152,0.3857142857142857
Burger King,"Ham, Egg, & Cheese Biscuit",0.32510288065843623,0.2371134020618557,0.34375,0.0,0.29824561403508776,0.5361716857043961,0.10408921933085502,0.03225806451612903,0.011363636363636364,0.22857142857142856
Burger King,"Sausage, Egg, & Cheese Biscuit",0.4320987654320988,0.38144329896907214,0.5,0.0,0.33333333333333337,0.49809622706818973,0.10408921933085502,0.03225806451612903,0.011363636363636364,0.2571428571428571
Burger King,"Bacon, Egg & Cheese Biscuit",0.32510288065843623,0.25773195876288657,0.375,0.0,0.2894736842105263,0.4392523364485982,0.10408921933085502,0.03225806451612903,0.011363636363636364,0.17142857142857143
Burger King,Sausage Biscuit,0.34156378600823045,0.2783505154639175,0.15625,0.0,0.052631578947368425,0.36310141917618555,0.10037174721189591,0.03225806451612903,0.007575757575757576,0.15714285714285714
Burger King,Breakfast Burrito Jr.,0.3004115226337449,0.2268041237113402,0.21875,0.0,0.2543859649122807,0.321564555209415,0.0966542750929368,0.0967741935483871,0.007575757575757576,0.19999999999999998
Burger King,EGG-NORMOUS BURRITOΡ,0.6378600823045267,0.422680412371134,0.4375,0.0,0.6140350877192983,0.6780893042575287,0.2490706319702602,0.0967741935483871,0.015151515151515152,0.44285714285714284
Burger King,BK™ Ultimate Breakfast Platter,0.7613168724279835,0.44329896907216493,0.3125,0.0,0.6754385964912281,0.7715472481827623,0.4052044609665427,0.12903225806451613,0.15151515151515152,0.32857142857142857
Burger King,NY Ultimate Platter (Regional menu item),0.7366255144032922,0.46391752577319584,0.34375,0.0,0.6578947368421052,0.6088611976462445,0.3494423791821561,0.16129032258064516,0.11742424242424243,0.34285714285714286
Burger King,Pancake and Sausage platter,0.4979423868312757,0.3092783505154639,0.25,0.0,0.13157894736842105,0.34925579785392874,0.2639405204460966,0.03225806451612903,0.11363636363636365,0.15714285714285714
Burger King,Hash Browns – small,0.20164609053497942,0.15463917525773196,0.0625,0.0,0.052631578947368425,0.20041536863966772,0.08550185873605948,0.0967741935483871,0.0,0.014285714285714285
Burger King,Hash Browns – medium,0.40740740740740744,0.32989690721649484,0.1875,0.0,0.052631578947368425,0.39425406715126343,0.17472118959107805,0.22580645161290322,0.0,0.04285714285714286
Burger King,Hash Browns – large,0.5473251028806585,0.44329896907216493,0.25,0.0,0.052631578947368425,0.5292488750432677,0.2379182156133829,0.29032258064516125,0.0,0.05714285714285714
Burger King,French Toast Sticks (3 piece),0.18518518518518517,0.10309278350515463,0.03125,0.0,0.052631578947368425,0.08965039806161301,0.10408921933085502,0.03225806451612903,0.030303030303030304,0.028571428571428574
Burger King,French Toast Sticks (5 piece),0.308641975308642,0.1752577319587629,0.0625,0.0,0.052631578947368425,0.14849428868120457,0.17843866171003717,0.06451612903225806,0.04924242424242424,0.05714285714285714
Burger King,American Cheese (slice),0.02880658436213992,0.02061855670103093,0.03125,0.0,0.008771929824561403,0.06195915541709935,0.0,0.0,0.0,0.014285714285714285
Burger King,Ketchup (Packet),0.00411522633744856,0.12371134020618556,0.09375,0.0,0.052631578947368425,0.0429214260989962,0.007434944237918215,0.0,0.007575757575757576,0.11428571428571427
Burger King,Mayonnaise (Packet),0.0617283950617284,0.08247422680412371,0.09375,0.0,0.008771929824561403,0.02561439944617515,0.0,0.0,0.0,0.11428571428571427
Burger King,Strawberry or Grape Jam (packet),0.020576131687242795,0.12371134020618556,0.09375,0.0,0.052631578947368425,0.07234337140879196,0.02230483271375465,0.0,0.022727272727272728,0.11428571428571427
Burger King,Breakfast Syrup (1 oz),0.09465020576131687,0.12371134020618556,0.09375,0.0,0.052631578947368425,0.004845967462789893,0.10780669144981413,0.0,0.06818181818181818,0.11428571428571427
Burger King,Barbecue Dipping Sauce (1 oz),0.02880658436213992,0.12371134020618556,0.09375,0.0,0.052631578947368425,0.10695742471443406,0.03717472118959108,0.0,0.03787878787878788,0.11428571428571427
Burger King,Ranch Dipping Sauce (1 oz),0.11111111111111112,0.1443298969072165,0.03125,0.0,0.008771929824561403,0.02907580477673936,0.0,0.0,0.003787878787878788,0.0
Burger King,Buffalo Dipping Sauce (1 oz),0.0617283950617284,0.07216494845360824,0.0,0.0,0.0,0.12426445136725511,0.0037174721189591076,0.0,0.003787878787878788,0.11428571428571427
Burger King,Zesty Onion Ring Dipping Sauce (1 oz),0.11934156378600823,0.1443298969072165,0.03125,0.0,0.02631578947368421,0.0827275874004846,0.007434944237918215,0.0,0.0,0.11428571428571427
Burger King,Honey Mustard Dipping Sauce (1oz),0.06995884773662552,0.051546391752577324,0.0,0.0,0.008771929824561403,0.06195915541709935,0.026022304832713755,0.0,0.026515151515151516,0.11428571428571427
Burger King,Smoothie: Strawberry Banana 16 fl oz,0.25102880658436216,0.0,0.09375,0.0,0.052631578947368425,0.01869158878504673,0.2602230483271375,0.0967741935483871,0.1893939393939394,0.04285714285714286
Burger King,Oreo® Shake,0.588477366255144,0.1958762886597938,0.34375,0.0,0.10526315789473685,0.18656974731741088,0.43494423791821557,0.03225806451612903,0.3712121212121212,0.21428571428571427
Burger King,Chocolate Oreo® Shake,0.6049382716049383,0.21649484536082475,0.375,0.0,0.11403508771929825,0.23502942194530982,0.44609665427509293,0.03225806451612903,0.38257575757575757,0.22857142857142856
Burger King,Vanilla Milk Shake,0.4732510288065844,0.1443298969072165,0.28125,0.0,0.09649122807017545,0.14503288335064035,0.36059479553903345,0.0,0.32196969696969696,0.1857142857142857
Burger King,HERSHEY®’S Chocolate Milk Shake,0.4979423868312757,0.15463917525773196,0.28125,0.0,0.09649122807017545,0.17272412599515405,0.37918215613382894,0.03225806451612903,0.33333333333333337,0.1857142857142857
Burger King,Strawberry Milk Shake,0.5226337448559671,0.1443298969072165,0.28125,0.0,0.09649122807017545,0.15195569401176878,0.41635687732342,0.0,0.375,0.1857142857142857
